Time (ms),Name,Value
"40552","Arm Pot","0.2759292378868815"
"40552","IR Distance","2201.0"
"40652","Arm Pot","0.2746210834103363"
"40652","IR Distance","2201.0"
"40752","Arm Pot","0.27403880355605886"
"40752","IR Distance","2202.0"
"40853","Arm Pot","0.27289267434036274"
"40853","IR Distance","2203.0"
"40953","Arm Pot","0.2722337567001047"
"40953","IR Distance","2205.0"
"41054","Arm Pot","0.27253546046877203"
"41054","IR Distance","2197.0"
"41154","Arm Pot","0.2706682228267715"
"41154","IR Distance","2205.0"
"41254","Arm Pot","0.26984936104744534"
"41254","IR Distance","2203.0"
"41355","Arm Pot","0.2690310063382314"
"41355","IR Distance","2203.0"
"41456","Arm Pot","0.26779917927597247"
"41456","IR Distance","2208.0"
"41556","Arm Pot","0.26607462138880994"
"41556","IR Distance","2208.0"
"41656","Arm Pot","0.26615279412808046"
"41656","IR Distance","2208.0"
"41757","Arm Pot","0.26508915973900277"
"41757","IR Distance","2201.0"
"41857","IR Distance","2207.0"
"41857","Arm Pot","0.2644277295657102"
"41958","Arm Pot","0.2637519905680589"
"41958","IR Distance","2204.0"
"42058","Arm Pot","0.2624562272087156"
"42058","IR Distance","2207.0"
"42181","Arm Pot","0.26196335161946693"
"42181","IR Distance","2204.0"
"42282","Arm Pot","0.2605613028605588"
"42282","IR Distance","2202.0"
"42382","Arm Pot","0.2596691206650634"
"42382","IR Distance","2207.0"
"42483","Arm Pot","0.2586076774931062"
"42483","IR Distance","2204.0"
"42583","Arm Pot","0.25784969018669684"
"42583","IR Distance","2206.0"
"42685","Arm Pot","0.2562747745200123"
"42686","IR Distance","2194.0"
"42785","Arm Pot","0.25604884454848315"
"42785","IR Distance","2205.0"
"42886","Arm Pot","0.25530953116461014"
"42886","IR Distance","2198.0"
"42986","Arm Pot","0.2542490815911241"
"42986","IR Distance","2202.0"
"43087","Arm Pot","0.25350998535376873"
"43087","IR Distance","2203.0"
"43187","Arm Pot","0.25269664431493105"
"43187","IR Distance","2204.0"
"43288","Arm Pot","0.25161296424524526"
"43288","IR Distance","2204.0"
"43388","Arm Pot","0.2508736508613723"
"43388","IR Distance","2203.0"
"43489","Arm Pot","0.25087154311792303"
"43489","IR Distance","2200.0"
"43589","Arm Pot","0.24816283512050472"
"43589","IR Distance","2207.0"
"43689","Arm Pot","0.24850966248039036"
"43689","IR Distance","2205.0"
"43790","Arm Pot","0.24742352173663174"
"43790","IR Distance","2203.0"
"43891","Arm Pot","0.24728129206963026"
"43891","IR Distance","2198.0"
"43991","Arm Pot","0.24527766778970056"
"43991","IR Distance","2201.0"
"44091","Arm Pot","0.24421983040651551"
"44092","IR Distance","2203.0"
"44192","Arm Pot","0.24348051702264253"
"44192","IR Distance","2206.0"
"44293","Arm Pot","0.24266990720589"
"44293","IR Distance","2205.0"
"44393","Arm Pot","0.24175545246027225"
"44393","IR Distance","2207.0"
"44494","Arm Pot","0.24076970128177494"
"44494","IR Distance","2203.0"
"44594","Arm Pot","0.23978395010327766"
"44594","IR Distance","2207.0"
"44695","Arm Pot","0.23879819892478035"
"44695","IR Distance","2205.0"
"44795","Arm Pot","0.237988964369306"
"44795","IR Distance","2208.0"
"44895","Arm Pot","0.23707313436241007"
"44895","IR Distance","2199.0"
"44996","Arm Pot","0.23615678879580132"
"44996","IR Distance","2208.0"
"45096","Arm Pot","0.23517074782348787"
"45096","IR Distance","2203.0"
"45197","Arm Pot","0.23373207953495254"
"45197","IR Distance","2218.0"
"45297","Arm Pot","0.23288369185379654"
"45297","IR Distance","2204.0"
"45398","Arm Pot","0.23182982905801125"
"45398","IR Distance","2216.0"
"45498","Arm Pot","0.2310907328206559"
"45498","IR Distance","2203.0"
"45599","IR Distance","2202.0"
"45599","Arm Pot","0.23048705320499907"
"45699","Arm Pot","0.22925450198960728"
"45700","IR Distance","2203.0"
"45799","Arm Pot","0.2285149712603722"
"45799","IR Distance","2204.0"
"45900","Arm Pot","0.22652306771051442"
"45900","IR Distance","2211.0"
"46001","Arm Pot","0.22763811718494373"
"46001","IR Distance","2199.0"
"46101","Arm Pot","0.22604986882958863"
"46101","IR Distance","2200.0"
"46201","Arm Pot","0.2243242971280401"
"46201","IR Distance","2212.0"
"46302","Arm Pot","0.22496756184182565"
"46302","IR Distance","2196.0"
"46402","Arm Pot","0.2238312766418834"
"46402","IR Distance","2206.0"
"46503","Arm Pot","0.22271430879729506"
"46503","IR Distance","2204.0"
"46603","Arm Pot","0.22159865267235115"
"46603","IR Distance","2203.0"
"46704","Arm Pot","0.2208082399172046"
"46704","IR Distance","2206.0"
"46804","Arm Pot","0.21995175358835636"
"46804","IR Distance","2204.0"
"46905","Arm Pot","0.2192120054571836"
"46905","IR Distance","2208.0"
"47005","Arm Pot","0.21859029976558567"
"47005","IR Distance","2204.0"
"47106","Arm Pot","0.2175406351358075"
"47106","IR Distance","2208.0"
"47206","Arm Pot","0.21630880807354855"
"47206","IR Distance","2208.0"
"47307","Arm Pot","0.21532334642374137"
"47307","IR Distance","2201.0"
"47407","Arm Pot","0.2148937328462208"
"47407","IR Distance","2208.0"
"47508","Arm Pot","0.21366154387309916"
"47508","IR Distance","2204.0"
"47608","Arm Pot","0.21267579269460188"
"47608","IR Distance","2209.0"
"47708","Arm Pot","0.21169004151610457"
"47709","IR Distance","2205.0"
"47809","Arm Pot","0.21107311901861456"
"47809","IR Distance","2205.0"
"47909","Arm Pot","0.20953383582885118"
"47909","IR Distance","2200.0"
"48010","Arm Pot","0.20891784569999486"
"48010","IR Distance","2204.0"
"48110","Arm Pot","0.20762501633134572"
"48110","IR Distance","2201.0"
"48211","Arm Pot","0.20694692240038057"
"48211","IR Distance","2206.0"
"48311","Arm Pot","0.20638200409732435"
"48311","IR Distance","2198.0"
"48412","Arm Pot","0.20423690286341087"
"48412","IR Distance","2215.0"
"48512","IR Distance","2204.0"
"48512","Arm Pot","0.20361743670945803"
"48614","Arm Pot","0.20251234497624834"
"48614","IR Distance","2201.0"
"48713","Arm Pot","0.20207896752575588"
"48713","IR Distance","2205.0"
"48814","Arm Pot","0.20122139705498934"
"48814","IR Distance","2204.0"
"48914","Arm Pot","0.20029505626418226"
"48914","IR Distance","2202.0"
"49015","Arm Pot","0.19955596002682688"
"49015","IR Distance","2201.0"
"49115","Arm Pot","0.19857049837701973"
"49115","IR Distance","2201.0"
"49216","Arm Pot","0.1975270013186299"
"49216","IR Distance","2215.0"
"49317","Arm Pot","0.196715149903264"
"49317","IR Distance","2207.0"
"49417","Arm Pot","0.19536774801514648"
"49417","IR Distance","2203.0"
"49517","Arm Pot","0.19430715170770085"
"49517","IR Distance","2207.0"
"49617","Arm Pot","0.19358651395792664"
